Creator,Ponzi_Addresses_Count,Ponzi_Addresses,Non_Ponzi_Addresses_Count,Non_Ponzi_Addresses
0xf88de87eaa207cf496760aef7cd61cf1d2d12052,0,,4,"0x587d6669a2743a1d6094f150006f56f85b5aade3, 0x36ba156f8fba7bd116f78461d9fdf265b4e75747, 0x3039d0a94d51c67a4f35e742b571874e53467804, 0x58dd96aa829353032a21c95733ce484b949b2849"
0x4412041c61ef9a1783eb3f8bc526ae5d05588cda,0,,3,"0xb19ff6657a80a68c94ca3fe6aac3b6cfd16bdcd4, 0x80f84866d4872f1ea412ddf10e2ed7af0b8ca8fb, 0xc16cf13922c18de7842374f9baace4489f1d24af"
0x4bc386d59fb804381f4c98e8fbf85cf1c8485a95,0,,3,"0x6a3120d8a66fe96eb260cce4b6da02e7835b8426, 0x3e72548c1535beadcdf084ec13fd7850c49050ed, 0xe8e506306ddb78ee38c9b0d86c257bd97c2536b3"
0x300221400d539cb5d15940c56239e6353287eba2,0,,2,"0x4bd4afa9b213b5184c995aaef4982ce564121d20, 0x7340a86272757d25f58fa7a06dd1b2e53da7a7d1"
0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0,,2,"0xb671c3883307cf05bb3dff77a9754e87b4347195, 0x66943100bf0464c1ec43b957a5f72fe2d67a3678"
0x2e7542ec36df6429d8c397f88c4cf0c925948f44,0,,4,"0xe0b8fce1183e31c995b40460e6cb6712fa929f59, 0x2bd2326c993dfaef84f696526064ff22eba5b362, 0x341e790174e3a4d35b65fdc067b6b5634a61caea, 0xaa1a6e3e6ef20068f7f8d8c835d2d22fd5116444"
0xbd0f803ceea073b5ff716a51a088642d19278b2d,0,,2,"0x2d5b6ad223654018aa31c5660a48fee33d016adf, 0x11dc9acbbd6eac0096ac6d08beb36121303f4c0d"
0x3b24d5ce666bf060900989e9bd4e511b7a201ada,0,,3,"0x684282178b1d61164febcf9609ca195bef9a33b5, 0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c, 0x69fda08cc89cb6c63f84bfe0b059b0c38038cec8"
0x09713f4507c619564797328bf35b370dd5fa8d21,0,,3,"0x23141df767233776f7cbbec497800ddedaa4c684, 0x6ff323e36bfdb20502b23780695f4e77e36cde95, 0xda0af93134b0e1325fda263326bb6202f82cfb94"
0x983361aabbaf50bed7582834f9b67eadca35486c,0,,2,"0x882fb4240f9a11e197923d0507de9a983ed69239, 0x1e143b2588705dfea63a17f2032ca123df995ce0"
0x319109cc083a381a64c40546c92358398b82d97f,0,,2,"0x6c8060507273a0ff175361c6bf9f86e97f8cf2c8, 0xb2a1ac7f7253b0ebf6410920ed1342c974bca67a"
0x6990eac94f598e8d6f615f1e894940571482ed60,0,,2,"0xcf00354366bca2f2cd49007bfaeac49d97463200, 0xa35fc4d3ea15e0d9272dc181ee1c2761d5d0cabd"
0x5fc8a61e097c118ce43d200b3c4dcf726cf783a9,0,,5,"0x74c1e4b8cae59269ec1d85d3d4f324396048f4ac, 0x493f121b6f769fc8dbfb47ab834b13561d835009, 0xfd5fb2880b5b725bf8f4ebd3cd30d23aa65dc5fb, 0x2807e558a7eba8d25c3a05a0e7e9a6a437a6e6a4, 0xea84b8b889ee41d9c05c14e20e4ae1c59f8d1a32"
0xd68ba7734753e2ee54103116323aba2d94c78dc5,0,,61,"0x9d0135658dd0472310e44bcd520fd0a141db0bbb, 0x15870addc0635dc3c99ba6a37c23e8f8f77d9898, 0x291fe86f31500adf910accd02e57c702fe9d0ec3, 0x817b0a0855fa6e1e0b9a994979b3d5bf864d9560, 0x788c964f356086b9578b8b4f0fffe13a96c0c7b8, 0x9df71e0a7566f607eb03550331fbef13b61dc29f, 0x477bb914dc811282675eadb05a1c272132429bbb, 0xeb45e2f4949cca0d7ad4550106cb4fee09003644, 0x900e66fe952998ebe212d4a7def0936387142e2a, 0xa1ea522792ed4f092bf81c10865cb81299e46679, 0x1c3e274a4ecf4fc0afdefbe53bd1d36f63c7124a, 0x31916de2c0c286b687e5788110d04ad97dd37283, 0x931d84b85da4f377ac977e1f78603af166c224f4, 0x6b80a8c7958e25a7ab14e4dd68257d7566c487eb, 0x2071f61de93ca756f83264a7f4a661ca0383742e, 0x609a9cb68b0a3a9c63027bfac0708517bac97885, 0x440dec42eb7a9950b6f79018ffa1083595b65ee0, 0x27c3defefe0b978e0a3d1a393eca34b60e25e964, 0x1cb0c1cba5193ec5e0303d46a83a7109629046b6, 0x51cfc0d9bcf4ba234d442e3200b97d660e02d41f, 0xa333604269d38faec526d90db381017009fe4c18, 0xd3938e46a27a7402f5d6421da298463a73f069c7, 0x9aa7889526708afdfb6c5222e47ed96bfdacb945, 0xb08b08b9c4f91e68729ca471d77e0a525071db89, 0xc13e4ed5e7f8af83663c9e5086de85b1f914a863, 0x73e25c92d1669af02142f556c1918a1de537ba0e, 0xa0c1b6f1d8bc69bcffca759d59354c2cc4fb9db6, 0x30b82a61e9c7ecca057f8dd42e67c628d7e1b823, 0x826a490c2d5d7ccb5f0223b042b39a9dc3cfdfe6, 0x44e3d147188de99a1ff0799e77c03724c2032ad6, 0xba95b83766d60170e78398745f5c3df78b886c65, 0x3795aed9feadc5c0064a0c3ea529e46d41a2f87a, 0x5ee82a5250ac20f0bbe2f55cde273937461c882f, 0x56fedaf633393a4902078b95a4de01c6185c5975, 0x479bed65685b0672ec2ff8b0a8fbe06b4ce0a710, 0x8cd68336ad5092110e79aae318731e1d60a331ae, 0x14ba17c52e4c2ccbb95de1d2bfff002398f515a7, 0x993bbc77c48ca648659129602dd507a96bc5b561, 0xd1c37dffd4ef36867c5bd7e59566358ea3d21e63, 0x7f64e2913511ceb3301f0515548ab7539735182b, 0x29e6495732f0550d7d074770ca5a1071b044a2ef, 0x62ca898dd70d4ad44552f9a9027ee45bd7a47ce0, 0x1e2e3cc6ce2e87a9aa1684e948e41a17c5ac3ecc, 0x0e0e733dd24168d85ecb5a62bb13385d31edf761, 0xd59a6b2dbec8bb0e2b84f4c1bfaaed72c1f19ff0, 0xbf28e50143ca1f25c7e2887b1d5cd47ec5dccd17, 0x86c93259896b20e45262dac7499a83a2cad23fe0, 0xeae6c55570afcec8fff6dfe866dd142369b87251, 0xc58d783e39aabe61a4bce8d4b5e7264e67c92c27, 0xae8a616011274cde89dd86e2f40b73c449e2f45b, 0xe98e873ad9665690538cbdf4a4a21a3f286e9028, 0x111cc94a5dabdf192c5106fadc844a98b0f56be0, 0x56aef5f4529bca12cbfa7055d7d917c347a14ad1, 0x669dcf45bddfe4f8f5a15984461e4fab939af1f8, 0x740996f3d22a2a4402d94d520e474e5d76e04f1d, 0x37f65ba79001169aa294336bba5f91edfbdadb7b, 0x3da71558a40f63b960196cc0679847ff50fad22b, 0x5c40ef6f527f4fba68368774e6130ce6515123f2, 0x6f576af2dba6bf6308caf8feec3fc3d07501c018, 0x755cdba6ae4f479f7164792b318b2a06c759833b, 0xfbe2fa4d1eff72d1c0e7e06ec731f44a85fc76ec"
0x2a9110f3f0b32e7e29329cb7200d46f9c754fd8f,0,,3,"0xcc9724b345887827cb5eae025cad9f4ccc3c90f6, 0xe15551395a6832439b54d21e892ebe6c90a49b5a, 0x66c97148b91d9dd041dd12d136fa8375c66a9378"
0xee2bfd9e29ea9f146dc94b88d8f61a7d98dbdc32,0,,2,"0x2de700d9fdb8b80af8cef9aa7c46f98304ff8bcd, 0x876f2a2526c124fdc064b1401e72057db093421d"
0x08fe986e830cf4d30500fc0ceb8fe65eb7ee58b7,1,0x7d3ae940eb73dc9131758ad2e326c7d863b0916a,1,0x7b9e81ec3591b570aa2c9fbec77f7dda76ac4f6d
0x9d2bd7436a1b79edf2caf9f831cdf5e1f3a4f583,0,,5,"0xc3ac4f8327750aa96f9fc23a7e311bcb692ebb34, 0x5e246adbfb989940f6a4d86e45e58853486d97dd, 0x2560bd9f0177ab2f4699f841fd83dfd7dd21d455, 0xe0dfdccc8f4511e653fba89417afc6c9ade6bb77, 0xaa4968d11badda75f7dc02db58f4eba0507ed20c"
0x04b3faaa7c8127a80eb6d24672cfdaf4aecabbf8,0,,3,"0xfbd9986b21fbc0d718d3999a640fe41391b5694d, 0x9674e9123caf1f74d7f2b8c6823734891c0573d7, 0x6abd2b75ff5f306a4d99bfab1ff84b57bb9d23e7"
0x79131cb413e591a99e020fb175dfc9ee90c69786,0,,2,"0xcf0c7e3ad3b2c82bddd286a301afaafd185f30ec, 0xc4216d17a72bd49e404fe396bb93c9cd8cf3e881"
0x83c12a5deb506f8f4adc034daa88a191b0223e75,0,,3,"0x53717dc6a4dc06bc4d7d4b9dc059f0b8e4097d0b, 0x921a8142872f1b76d9288b37fcea6d52ebd41562, 0x443dcadf55a41d7caf347b4d925041065fec66f6"
0xdb100b6cb5558b63b9db5772f9d2ac34efc414be,0,,3,"0xf6d9979499491c1c0c9ef518860f4476c1cd551a, 0xc9c1bfb27e97531ecfe005faa2b2ed4828b08a0b, 0x2bcca955c9200c9a5f888bc2b14b91aaa56cd5c5"
0x43e7948f4a71da12f6b79a82bf1c478e9edb062a,0,,4,"0x68ed5f7482307dcd325cd92d48b52b0a2e2a7069, 0xbe906537d65ed2d77c17fc8b7ebd4af5be7dab57, 0xaae6b19867d40aa105c7256b44010d79dbdaa031, 0x0c7b8eedd028f3730e7b0f3dc032e916302f09b4"
0x9a63d185a79129fdab19b58bb631ea36a420544e,0,,3,"0x0651f66037c713cc5f0e015a054f47e2bfb6d565, 0x37d65ca0754f12c7eec1c86b0915fba9fcbda131, 0x01afc37f4f85babc47c0e2d0eababc7fb49793c8"
0x47244b04311eb97b381e7038a28a9e1f97c2fb7a,0,,2,"0x8c0109c76e892a5481b156285faee6f0ab0ff1a0, 0xade85d1796008281dbf4baaedb2790d3fea8d89d"
0x79f09717c5b352078234832e5737651ddb333548,0,,5,"0xdda65daa223aaae4add64e4e390cda7101c4ab41, 0xd4fb7fd0c254a8c6211e441f7236fa9479708a99, 0x28dcd428e8125990f9e5fe1b82db0e3ed240711c, 0xd5abcc4c80fd01d8822f35f379fbcebf7a8b8679, 0x3c01ddc7af41e6888cbd8d0398fe34a81c3c7f36"
0xafb459c6400b236e91e1c7d64e27f2bb904bb00b,0,,2,"0x07315477a3f2887eeb4a1b6ac61e34850755d1ae, 0xb98fdd97f3da105e6b166461afac208981bc786b"
0xa4f970e6425e316984208ca1ee95ca618c11a34d,0,,11,"0x3fccb426c33b1ae067115390354b968592348d05, 0x9047ef7c3d52956dd0909c1c1e011e986ce60691, 0x460dc8b70a189bee176d22d3f0272d171bd4c5ed, 0xb919b2903e07293bc84372471a7081ecb69e8d36, 0x807a3ef8a8dbdd7fc9863df695bbe8691e450e8e, 0x4c465715e56f95cc9623144d1378bdd044dd3e1e, 0x0851185501ba44e84fd8af13ade44846f00890b7, 0x124446eff5787b036aa062a2ef5321ce607437ba, 0x82df5022fbcfdd877830371d7713f0181a554c9c, 0xc5c49c5f57d9f1635dde956c6858146717879600, 0x259e267455178b5dd53f119f38c5fad481e23c6d"
0xeeb10e6aea0853efcf2278d73c1ad2a586197649,2,"0x143e8bd26d95b230680c25300f93ef56f86eccac, 0xf1c1648f6f0edbcf7d898441b88e489cfaace11d",0,
0x15ce734b641b6c968244aec8b69f4a1a633706a4,0,,7,"0x1caf0d0384acec96b9d4c43afa5400c1e08c22d4, 0xe43a6b3ee87bd8a259210087fd2cc37a0ac518b8, 0x7079ed0751144d97ed08562678e01f752f45f5cc, 0x80e0ab48faf64e9ab7cee5f79d5d7efbe7daca49, 0xbbdcae2930540b3f0a7710479e02d7daedde2fee, 0x5bf81303cfcaf70cc12214faea3554c5a21eac89, 0x37b4869e73b7ce1284d6502b01ac81d500b50237"
0xd98eb328499692638b7340e329edbd1df192e9af,0,,2,"0x4d54be5a62f5d9fcf4b17c7ab6e68822c142ec6b, 0x12f8c63034aac487396b70db04aba5c84ded1886"
0x299edb25930acf0b27571de38b332ce9123ed382,0,,2,"0x488690160a80702e6b8e47c7d62ec2779eb5f240, 0x8e0806b4e7aa1e74d798124756bcf1263cd830d0"
0x33daedabab9085bd1a94460a652e7ffff592dfe3,0,,35,"0x293c008e3060746f728ea59565b7a33dc68802be, 0x815a46107e5ee2291a76274dc879ce947a3f0850, 0xb4921b74c089a8029ecd170e8edb2fc95425c20d, 0x41a1729dc30ba049adad9471d4da2401fa5b4889, 0x49a6503f96a382e66631a046b30a4b711bb87743, 0xe68ca4cb6749e484332d6881137ffaf87f263631, 0x67eb3bf6bab778e5a7ef4644cd06b7d5b65d44a3, 0xb92f1464f4939bc3732015a52d58a0c8eab9cd4f, 0xcc992b0bb9789e4e323bef8b7241ffe85487c2a6, 0x6112bea167208e32412150afbcd2613614a058e9, 0x2cc6b19d86e9afc5462b6226bb9339fee96f662a, 0x277222f4de520dbed9925a7b596a66bba346d2d5, 0xee886cd207bb98fb1a886ac2dbed7d3eb83786d0, 0xda34503225099be6756d62cb717eceb630eb2ac0, 0x162ec99bfadf85d72a1cb40c480f4470f21d3760, 0x33ccbd4db4372b8e829343d781e2f949223ff4b1, 0x01a7018e6d1fde8a68d12f59b6532fb523b6259d, 0xdd239298e512427ba98b6602e4c8050c3e21f58b, 0x45901fa08636c31b647c363fc01a8d4de2a551a1, 0x26b7ded9a84cd1dd4e2453de3759caa71afc5d0c, 0x00e4dd9c3c32cbb2b6533abd0c8f6a33965e81e9, 0xffad42d96e43df36652c8eaf61a7e6dba2ad0e41, 0x87d638a69b64152a7996a8a9b6aa8d2e255c4d6c, 0x14efbf1993683526657132c5c36b400c08273810, 0x3da62e9f68ee89fe8cedf8719755c679e596829c, 0xb4b505814946e3371f894b22e9f84f08839304b4, 0x586125cefa34c7ad40236739db7a51ae46361be1, 0xb6af5008d73c29de9c98d6872d61794eef733482, 0x1d95b722645fe38f2eafe81ff375cd97ac256353, 0xd71925058c255a991dd7a0fa8c100b447fd9db85, 0xadc46ff5434910bd17b24ffb429e585223287d7f, 0xe3ca191136e586b49a2e76a761c3c38cdecf574d, 0x63091244180ae240c87d1f528f5f269134cb07b3, 0x8bb3ee139405bda261f28f2fdf24759059551f35, 0x2fbe354ba5ed4d4f2af551a8976925d251de873c"
0xbbb55b8931895857532564e5bf11dba6abfd13ba,0,,2,"0x4b19f307dda1be6bc17c999bc29e24633155c990, 0x98f0485cdd22710a9a923e616567eadfe62e258e"
0x060b2d8c504324299247f591d1b3dfeceb59283f,0,,3,"0xb40d0312bac389ae0a05053020aac80c9237358b, 0x72d48d0082fb0f7f01fc4b215651cc55cb25c81a, 0x3f593a15eb60672687c32492b62ed3e10e149ec6"
0xde74da73d5102a796559933296c73e7d1c6f37fb,0,,7,"0xcca577ee56d30a444c73f8fc8d5ce34ed1c7da8b, 0x49311a711ea4aff7fea3e0c32066e732fe4652ba, 0x4a56ebd89b2750bf42ddec1cd3845938983be0d2, 0xe3b7fb25d7e61ce01a43c8de9fcdd7bc6568fc5e, 0x5385d02f3a254ca716c144c7c333553a2e6ec931, 0x10d4b24938f6de7ae4048c7273f09c50d5caf4d9, 0x65dbc8988557ce4260e84a467990a075115be771"
0x6ee304a2637122f2cabc9d6bcad886306ffb6666,0,,2,"0x84d50ebf4737331fb41ff9e3c6c324262c5b661c, 0xcab39d1c7383fc9682a1221bffacbce2bdd967ca"
0x1db3439a222c519ab44bb1144fc28167b4fa6ee6,0,,3,"0x9b27a23006b6612b2dfc840d0a25f4e347121d21, 0x073e957bc883693f15ecb14bfced3e8ffc8654c5, 0x58b71665b05b7952472fb753541cd2cbd1020fab"
0x7a5db139dbb296eebff6e0b5f5ee7f29f21203bb,6,"0x0f170120733474c6ec7daf6ae6aeeeb8b645e92c, 0xf184279e6d4654890b4410cf300ed55600f018be, 0x8e66ffe69b3f8d78f2a696e40c02f7454c0a01d9, 0xf77ac34cd0ed42f2b5d8cfcf4fa0f4bb1b80b9d8, 0x6846b938f9be9f1eeeb9bfd853636c805f8f54d3, 0xda922e473796bc372d4a2cb95395ed17af8b309b",6,"0xac8802cf9ee2c27260759c0bfc0b5a10d4342b58, 0x450dc30a8b1a26e3e5ba6102216276b9c77716bc, 0x95c2906debbb9203ff7007f26c2f00a936c77b5d, 0x0763312005ddcc51f88e2518049635a1748c90a5, 0x1926a3254d6bb48f983d1890a993d618d1b6c9cf, 0xd2f7bba33a3b81792c0f9cc2de6d9266002a5591"
0x0860df0aeb7fdd29c6da4dbc7aaed0da59325ddd,0,,3,"0xe736091fc36f1ad476f5e4e03e4425940822d3ba, 0xbdf5c4f1c1a9d7335a6a68d9aa011d5f40cf5520, 0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009"
0x087520b1cd9ccb9a8badd0565698be2cd5117d5c,0,,3,"0x06194c50a5a85bb1fee0e73877eefdef64466514, 0xa8fa462e08282f48756a672a03d0e10e154ed2af, 0x8c0a599d3ff4d3344cb93ae49247c11b645c5e44"
0x3a82eccae8443820c9e1cacf880dc7555a5a0522,0,,3,"0x9bfe61748ba9b71789de234d2bdc8fa21047d3cb, 0x2a106e06cd26fad93f732daa4218fce4eac6d6d8, 0x9828953884b857380a80d177c38d95aeb42cd34c"
0xb7d2da6be86fa2ba1af36d09448f029e438fc419,0,,3,"0x559b52b6a30ba913a7e8f85c4a6aa443a0fe66ab, 0xe3282094d332d26f7dfca853899ec1736f0295ce, 0x3398080b81a1cff1429af347ce2b17fc28de3937"
0xf73222fb9ce523633f036f89b10d8feec46dc457,0,,3,"0xd9f7cd813983bd89d18015cc3022f7b9b97d26d4, 0x384e762dad922b22a0d06f4d1229582473d2dee6, 0x354b10083a2d6b8bd18ddd390fac7bcdede8a839"
0x4af013afbadb22d8a88c92d68fc96b033b9ebb8a,0,,25,"0xe5322b2b1a512ba8dbae458e7f0ef38c743c93b9, 0xaaab51de73631114ea24ba4c0b3929a60e5d2413, 0x6e94097454e55a5e90c71d41efcf36378d053dca, 0x37c0f21f9dc15be832d06a3c79ee45d16f9ed1d6, 0xebc7fdce290d380a295d6024b56b4d7fe410f53e, 0xa3ce9fa0f6b6649e40bc5146082661d5f0ed5d7a, 0x237d60a8b41afd2a335305ed458b609d7667d789, 0x9053d234a1ff2290f087a1ca9460e3263121e580, 0x33098a5e8f5e932831434748cdad425487b9aaf1, 0x66a8cc4cddd86a3d6ac34f553dd250983fee3fd4, 0x551e7973dc165523ea3fcbc7b074004df218d2b1, 0xc671a50cd5dc4bafd6a2d9157170752e5983fd5f, 0xd9666f92c2e3eeb466e8e690f9f09faf80e71126, 0x2ec5d95815fa05c68c1db6d2b52fd96f74f5146a, 0x6c0fc347aa0c1bfc3037f06ed09ffd8f5de07259, 0x7b52427cec68182c74d0b5f9dec57ddd8f727de9, 0x30a46c0f2622f6357870d46c298af0844e0cd99a, 0xf0d5d04797143840b1ac26d105338b712cc9cce8, 0x5f586681e6aaf49b43bc8808b65c4f566249de35, 0x7a203102ac51e7202e500b51ab6041aabb9dbe63, 0xa2772a351e984d0582ad80a8ba8863489939f6db, 0x1bed48d6ce1a76d4e0578cfb234c6eb4ed0691fe, 0xe0d1c0926fd72107b866c1ba5dd2245fcb51eee7, 0x4c3c6f5f2ef44f5e2ffcf6c20b906a91d246c9a2, 0x113058c101b2d78e001d4a7d2174a66b5ff3a4a7"
0x3ff047e5e803e20f5ef55ea1029adb89618047db,0,,12,"0x3bb2bb5c6c9c9b7f4ef430b47dc7e026310042ea, 0x5f0281910af44bfb5fc7e86a404d0304b0e042f1, 0x0b8d56c26d8cf16fe1bddf4967753503d974de06, 0x27c41d20014fa87291006d02ddd81b2128039bd7, 0x44691b39d1a75dc4e0a0346cbb15e310e6ed1e86, 0xd70994d7020df8052a1124561ff548f3b88744d8, 0x9b8eb09a59a180e7798fbe7e099c8c351ac56af0, 0x87e093f4a39bc0f486f59e45af64d2d669d61b5b, 0xf74a6e92588ee0a524b44b251e0b47d1a15824f7, 0x673f0dec1416803a39d50760c697fb26f4c539b0, 0x9ae98746eb8a0aeee5ff2b6b15875313a986f103, 0xa657491c1e7f16adb39b9b60e87bbb8d93988bc3"
0x5eb7ebbb15bdd2be5b4e37009a42b1dee95638af,0,,16,"0x76bc9e61a1904b82cbf70d1fd9c0f8a120483bbb, 0xf2b8e10e7b230cc55040a7a90be75c933719c507, 0x1d979bd0b663040f2fe8a9854a8569919ae153ac, 0xb4e7fc7f59c2ec07aee08c46241d7b47de4cec06, 0x9bf233b2f9eea51708c0b345f28fc621f83daa78, 0xbe87e87965b96d8174eae4e3724a6d7417c488b0, 0x7be89db09b0c1023fd0407b24b98810ae97f61c1, 0x4f2875f631f4fc66b8e051defba0c9f9106d7d5a, 0x91efffb9c6cd3a66474688d0a48aa6ecfe515aa5, 0x0807a2d6a675e7196a3d9b1910700cae9795b72a, 0x9ffa45c5943a0203ee462c48c8b97064abbe28f3, 0x5bdf79f1e7431edb75537d23d3b404ef86f44316, 0xf66ca56fc0cf7b5d9918349150026be80b327892, 0x08711d3b02c8758f2fb3ab4e80228418a7f8e39c, 0x362bb67f7fdbdd0dbba4bce16da6a284cf484ed6, 0x1cce39da85ff2d5ceae92a810447b52df13f9267"
0xc99f67433019d1da18c311e767faa2b8ec250886,0,,3,"0x6f47980674550d8c8240e6eaf3b594f562adc7a9, 0x08d32b0da63e2c3bcf8019c9c5d849d7a9d791e6, 0x3668f174859271c88537d633a2cac59de26b0641"
0x1ed014aec47fae44c9e55bac7662c0b78ae61798,0,,3,"0xdabe47206ec8bb074b6d138071542b808dcdc36a, 0x373c55c277b866a69dc047cad488154ab9759466, 0x8d12a197cb00d4747a1fe03395095ce2a5cc6819"
0x72c0ee478d44c2477e0d9486008777af5142eeba,0,,2,"0xf0f31a0a83fc0d83177834bbdce23f9fb2639818, 0x3efd578b271d034a69499e4a2d933c631d44b9ad"
0x01f9f1c2f51b82438be76bcfffcd1951ea3deab9,0,,2,"0x20d42f2e99a421147acf198d775395cac2e8b03d, 0xe8200511f3c276fa7300719f9b45301bc471f4fb"
0x7b30e952b05bbd24be435a5e495de581c3925c8d,0,,4,"0xfe99717095fc8cefb8baf25e2075c0cb723f1ca0, 0x8a69a63fca907939e5c7d92a260d8875c8700383, 0x71e080a2e36753f880c060ee38139a799c6366a5, 0xe70e90fdd2b9d3e27bdd56ef249ee1d408f40be2"
0xe7d3ffba663a8ef276031d8bdbf1ef5750a97d92,0,,2,"0xa7313a8d152b7c8860e8ab697c072becb474101e, 0x2d1ea57f68e430da2e693db0c6a3887a705aed69"
0x7c71f5b89389b504dad3b50ed77f360706022ba6,0,,2,"0xd35e6f3b26f8992a7f023ad878e13a82dded2232, 0xc6b13d41866cba306fe9ddfafd580ac8d92bfb75"
0x7ac11f7c40ff1aae6df9e3fc96ebda996f6018fc,0,,4,"0xb84005872b407999a4a97f91d5ef40baaf1b9dc2, 0xfabe292d8019bfa02e5fead2c78ef71a1bf35ce8, 0x131288b47c92409d0778d0aa2fbb8367e3399d33, 0x940e7d8fb34921c3c5bbb8b9792b1a0e4688fe9b"
0x1a5218b6e5c49c290745552481bb0335be2fb0f4,0,,3,"0xde88ec7b6ac36ed99865098bebbc7756b00aed6f, 0x28297291aebef85bed1b15b9d5fca3146c6ebb3f, 0x7da82c7ab4771ff031b66538d2fb9b0b047f6cf9"
0xcb4baa0344065655da9e7d2dde781e5efa25995e,0,,2,"0x32bacc8b241fb172fee18bda32527126c6f3c5f7, 0xa0388ffb2a3c198dee723135e0caa423840b375a"
0xc1dff7926afe6b1d032e7ed4c8a1bd118db6b37b,0,,4,"0x68c7147205a8beb9d99fd19908b93462cdffc60d, 0xa88146aed78cba4a98eb7f6c25158587a9e49544, 0x85c548a176f86bcaad45e96a7758538ddaba3a65, 0x8355048d74888569ad9f9675ae9b6920f54b9985"
0x4f437916ca5c15ba7c689e56f743e097968c0f0b,0,,2,"0x0f8dffce81d890c67fdd71cf21e68c92ac10c687, 0x2d224e277fdfd273bbe63871ff69830604b79754"
0x1d608ccfa39962810c94c60fd24d9719cbd8e2ba,0,,2,"0x1fd4b5a62d33be9e5b4d4193b99e561c2e6c9b6d, 0x139759b6cfada56ccf5b3536f21eac209140a9d4"
0x7baf96ee63017cc63d7da8df51fb04d4c3a7ef7b,0,,4,"0x4ae7e2524c821bbd2fe4a55aa263ac74e756fbb7, 0x5e569e1ecd56fe30dd97ee233ec1675b60fb6680, 0x1c3c643f49be262c3040e917e7d2299b9bc081a1, 0xa5b02488e9a827ff52d765e03683688cfb64d4c9"
0xfbb2d8ea835bca6c9d49454de34fef1fa6915b36,0,,2,"0x4c2c4511ba8f5b5f356adf7eaebce8dd2ea9a9c6, 0x60a76ea79ebc7264f2897ee7fe4f33f31ef25a74"
0x000a37ae471d9a507379e4f6decde48f264cec72,0,,3,"0x675283432d53531e11ed459c51fb508b7c9585fb, 0x8b099bdcfea93faecfac13d0dbc1d08c4e1ec595, 0x17683235257f2089e3e4acc9497f25386a529507"
0xc1c0b0dbbae549dc41b4e07d9e1fa1e857459a5f,0,,12,"0x3730117f77ac04eec364bf72a656010fa4703d76, 0xd62a7c1f32af500d2214a6d6d9b25dd65b398b7d, 0x055a9c349cdc2a598439d6a45d0a83cad3864fdc, 0xc63a07695be31159f68593d1b182ba827a5aa42d, 0x58f792248d5fe5cadcc8cc222eaa97c1f4089f8b, 0x145fc2d0eed33ed8ba02eef980b166c43c9eebb3, 0xad2d970edff30d8f166989470aaf4be3ff6375ae, 0x4a90fbd0f7339e7583d474b29324cea8267f90b6, 0xc8b2c33a45ce83d19da15a58d1d1ddb2738506bf, 0x85bc00724203d53536072b000c44a2cc16cd12c5, 0xf03262dce825acd93d0630d3e6ae495b7d907890, 0x6a3dcd2ad3c693aa8cbc3e5bcb075b674209a033"
0xe93b43e81e554de82023eb802f4bcd00aac8130b,0,,4,"0x40360631db85eddab268dd1b6ffea4377733e125, 0xb56e95aea830b0242be6a5d0239ed7f71408563b, 0xa1c1983aa3599657a74cf5a563e880eedc57ae4f, 0x0abce3be0075d067e12da8d266de752e20ff9842"
0x005221f8f111036a49617178eb2e815a1ab74140,0,,4,"0x50bb21befa6c04f0c81a44edaea5f11d069791f8, 0x7b4700f2a2e0765aab00b082613b417cecd0f9f0, 0xe601d4981fa105fec023622bdde3f07c774b421f, 0xaa93338ef3b64a50dcfb2eba57a1eb4ad59d955b"
0x9d07fc83a0a68f47ba3e289caa68dd329296123c,0,,3,"0x4ed985e2da341e276bbf7782f2e1e30689d33c89, 0x2458fa37d7d81e05a65180195413d1db25f761e5, 0x15388e59ce6a854c29d7330a6cf4746312f20af7"
0x0718197b9ac69127381ed0c4b5d0f724f857c4d1,0,,3,"0xad2b1feb2153cd5a6b8a5f37a820ba013a89cabf, 0xb022566fc79552898c4b703cc32d4547b5590633, 0x5f742383b6d1298980030d6af943b76cdd902143"
0x006eede27819c94e447d9051f5cca304deeeee96,0,,4,"0xa15c784319fa96d3e36cfe97fbadd89ec704a8dc, 0xeb31c53605b2294fa5476326641d4a78ef2394ab, 0xc7c11eb6983787f7aa0c20abeeac8101cf621e47, 0xd49c36d0d6e17a3b69b16d712b59eefc3da7e9b8"
0x13749c5a0b2e3be5c83b6b485fb1ebd2febc0b1d,0,,2,"0x6b63ea3612dde97082aab468157950f927618d31, 0xe98fd877793e799c0f7b7215cbf26b77b2964891"
0x66a8210657b40cbd264d091c888cd83708cf5fd0,0,,2,"0x472d4827266f0e83d12feb52f785c7e22ab5f0b6, 0x385e817b0083724672cb998a7afcf6da05bc0c7f"
